12/15/15,21:04:12.700Z,34.1586667,-117.5643333
12/15/15,20:42:06.980Z,36.5202,-98.6147
12/15/15,20:23:02.770Z,19.3264999,-155.4835052
12/15/15,20:21:40.330Z,46.0636667,-111.8456667
12/15/15,20:02:12.250Z,32.7626667,-116.899
12/15/15,19:42:46.150Z,47.3743333,-113.1351667
12/15/15,19:34:08.120Z,19.0494995,-155.3945007
12/15/15,19:33:02.638Z,41.9071,-119.5827
12/15/15,19:32:37.000Z,63.2247,-151.3231
12/15/15,19:10:35.140Z,38.8240013,-122.8253326
12/15/15,19:08:50.370Z,35.9298333,-117.6831667
12/15/15,19:01:46.160Z,-7.1162,127.8113
12/15/15,18:52:31.030Z,32.938,-115.8535
12/15/15,18:51:56.380Z,-17.8936,-178.5972
12/15/15,18:50:50.461Z,36.7643,-116.2636
12/15/15,18:47:37.660Z,37.3339,-117.5427
12/15/15,18:46:48.670Z,33.9885,-117.249
12/15/15,18:38:23.520Z,47.7265,-121.8806667
12/15/15,18:36:44.770Z,36.2514992,-120.7958298
12/15/15,18:21:21.400Z,47.5051667,-122.8985
12/15/15,18:02:20.760Z,38.8129997,-122.8193359
12/15/15,17:54:01.220Z,33.6681667,-116.7398333
12/15/15,17:48:53.710Z,-56.4064,-25.717
12/15/15,17:42:12.580Z,47.9736667,-122.4185
12/15/15,17:35:59.960Z,38.7970009,-122.7386703
12/15/15,17:34:49.053Z,41.8972,-119.6411
12/15/15,17:30:27.520Z,35.9295,-117.6826667
12/15/15,17:23:33.200Z,18.79,-65.0165
12/15/15,17:11:18.850Z,38.2201667,-112.2761667
12/15/15,17:08:27.540Z,-56.3998,-25.8676
12/15/15,17:02:34.070Z,35.6533333,-118.3423333
12/15/15,17:01:46.000Z,60.9767,-149.0574
12/15/15,16:56:03.460Z,38.2131667,-112.2818333
12/15/15,16:51:54.051Z,41.8866,-119.642
12/15/15,16:49:11.480Z,36.7459,-98.0472
12/15/15,16:32:00.600Z,38.8253326,-122.7955017
12/15/15,16:09:57.650Z,35.4866667,-120.7988333
12/15/15,16:05:37.760Z,33.222,-116.0311667
12/15/15,15:32:34.311Z,38.2361,-118.3345
12/15/15,15:31:15.000Z,62.9976,-149.5067
12/15/15,15:25:07.506Z,37.322,-114.6473
12/15/15,15:05:26.858Z,37.3465,-117.525
12/15/15,15:04:10.050Z,33.1725,-115.5978333
12/15/15,15:00:21.000Z,62.378,-152.0343
12/15/15,15:00:09.859Z,38.9414,-118.7405
